Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2	lnL
142	1.0390168	0.7611494	0.4438019	0.7036137	0.6762428	0.2250059	0.1493828	1.0062583	0.8801011	0.5987142	0.4878533	0.3653712	0.4290835	0.2246142	0.8713043	0.8624259	0.7847083	0.7529090	0.6905861	0.4157471	0.2937905	0.1723634	0.1118956	0.7686458	0.6444912	0.2912150	0.6374827	0.2116435	0.2277683	0.1117155	0.2572450	-27.809
144	0.9410444	0.6912032	0.2954451	0.6412661	0.6124776	0.1721825	0.0120692	0.8962240	0.8585303	0.5285770	0.4999677	0.2618498	0.3886238	0.1511358	0.8325227	0.7811049	0.6775621	0.6548717	0.6254684	0.3765449	0.2660880	0.1561107	0.1265255	0.7048204	0.6528229	0.2152232	0.5980293	0.1916869	0.2062913	0.1456464	0.1751204	-29.682
146	0.9940589	0.8331633	0.1881997	0.8197723	0.6124776	0.1351731	0.0271392	0.8645832	0.8585303	0.6482570	0.5546808	0.4121299	0.3886238	0.1511358	0.8111437	0.7811049	0.6528982	0.5080779	0.5005273	0.3547756	0.2770899	0.1561107	0.1342821	0.6151941	0.6020917	0.2051909	0.4650364	0.1916869	0.2062913	0.1315360	0.1751204	-32.783
148	0.9515950	0.8331633	0.1881997	0.8205252	0.6124776	0.1351731	0.0271392	0.8645832	0.8585303	0.6243380	0.6209589	0.4121299	0.2585026	0.1862455	0.7754270	0.7659091	0.5689725	0.5019057	0.4609034	0.3223292	0.2297288	0.1554564	0.1342821	0.6151941	0.6020917	0.1726738	0.4650364	0.1133868	0.2062913	0.1513303	0.1751204	-29.012
150	0.9042971	0.8331633	0.1881997	0.7630468	0.7531031	0.1128563	0.0361932	0.8675880	0.8585303	0.6243380	0.6209589	0.4710251	0.3081135	0.1862455	0.7768988	0.7591351	0.6112670	0.5276224	0.4075615	0.3807970	0.2902331	0.1554564	0.1342821	0.6060482	0.5206907	0.2005777	0.4670993	0.1133868	0.2062913	0.1521884	0.1751204	-30.456
152	0.7737415	0.7013294	0.1584203	0.6490052	0.4398453	0.0440818	0.0304662	0.7311625	0.7226825	0.5255472	0.4992894	0.3211960	0.2593598	0.1176346	0.6936388	0.6502184	0.4460441	0.4150056	0.3547340	0.3463150	0.2443086	0.1308581	0.1130343	0.5101514	0.4065522	0.1301054	0.3931888	0.0954453	0.1736492	0.2036229	0.1751204	-28.780
154	0.8907834	0.7491010	0.1789474	0.7330991	0.4968376	0.0411251	0.0344138	0.8845641	0.8447520	0.6089638	0.4992394	0.3628145	0.2460790	0.1328769	0.7893251	0.7190216	0.5997776	0.3998822	0.3464791	0.3000312	0.2361629	0.1478138	0.1276805	0.5360461	0.4909323	0.1155992	0.4441356	0.1078125	0.1997525	0.1802653	0.1751204	-31.739
156	1.0637017	0.8200490	0.2950646	0.8177730	0.5430070	0.0450201	0.0255187	0.9670189	0.9008166	0.5886756	0.5465228	0.4208965	0.3486488	0.1568305	0.8674023	0.7871208	0.5679185	0.4688957	0.4549535	0.3315000	0.2585301	0.1618134	0.1397733	0.5868155	0.5818196	0.0945420	0.4862001	0.2034468	0.2762706	0.1780970	0.1751204	-31.050
158	0.7025610	0.5478530	0.1782067	0.5463324	0.3627685	0.0300767	0.0170483	0.5913878	0.5250036	0.3932785	0.3651174	0.2811898	0.2329230	0.1340179	0.5744117	0.5052420	0.4178108	0.3594627	0.3567016	0.2280183	0.1727171	0.1138011	0.0688968	0.3920359	0.3886982	0.0801493	0.3248174	0.1359174	0.1845691	0.2342113	0.1751204	-32.822
160	0.5737778	0.4596224	0.1496216	0.4504694	0.3917616	0.0515771	0.0074929	0.5035335	0.4825869	0.3528241	0.3063160	0.1691191	0.2536729	0.1417062	0.4499623	0.4324872	0.3465127	0.3059697	0.2992556	0.1894640	0.1763767	0.1112875	0.0748766	0.3288993	0.2978065	0.0824037	0.2725062	0.0567027	0.1185760	0.2791712	0.1751204	-12.856
162	0.5393366	0.4596224	0.1496216	0.4504694	0.3917616	0.0705238	0.0074929	0.5104862	0.4825869	0.3565776	0.2835883	0.1691191	0.2536729	0.1417062	0.4991442	0.4324872	0.3577441	0.3153923	0.3033143	0.2413455	0.2303241	0.1372946	0.0763601	0.3288993	0.3257231	0.0879196	0.2725062	0.0734381	0.1412710	0.2791712	0.1751204	-19.662
164	0.7138438	0.5680060	0.1784335	0.5507126	0.4841430	0.0264430	0.0033651	0.6957704	0.5963859	0.4549309	0.4214113	0.2089991	0.3134916	0.1751220	0.6168475	0.5561162	0.4928899	0.4380867	0.3685706	0.3086129	0.2623512	0.1696700	0.0974655	0.4064571	0.3612967	0.1275690	0.2825744	0.0907556	0.1161510	0.2230324	0.1751204	-20.520
166	0.6851545	0.5451779	0.1712622	0.5285795	0.5048174	0.0674808	0.0116657	0.5936603	0.5724172	0.4437765	0.4044748	0.2005995	0.2303067	0.1680838	0.5603313	0.5247363	0.4338228	0.3562897	0.3537578	0.2962098	0.2518073	0.1628510	0.0935483	0.3440563	0.3070343	0.1224420	0.2778204	0.0871081	0.1555273	0.2323714	0.1751204	-24.520
168	0.6430440	0.5451779	0.1712622	0.5373973	0.5048174	0.0145208	0.0116657	0.5828193	0.5724172	0.5006086	0.4703193	0.2005995	0.2663147	0.1323743	0.5636058	0.5247363	0.4092527	0.3515012	0.3092761	0.2859922	0.2237259	0.1628510	0.0967834	0.3440563	0.2720638	0.1092587	0.2408495	0.0871081	0.1141927	0.2495421	0.1751204	-21.666
170	0.7972571	0.7128507	0.2362287	0.6806716	0.6600771	0.2083234	0.0017560	0.7530685	0.7210691	0.6545739	0.4914870	0.2622951	0.3482214	0.2239592	0.7376199	0.7078794	0.5611721	0.5421702	0.4047848	0.3714279	0.3353532	0.2197937	0.1265498	0.4616566	0.4247384	0.1165730	0.3888088	0.2351580	0.1493133	0.1657154	0.1981774	-24.049
172	0.9313079	0.8327094	0.2759482	0.7894657	0.7710624	0.3446838	0.0375660	0.8906062	0.8527843	0.6763453	0.5290250	0.2858661	0.4067713	0.2616157	0.8568107	0.7974145	0.6534427	0.5494790	0.4947301	0.4404386	0.3917395	0.2567498	0.1478278	0.5392795	0.4951419	0.1480568	0.4417595	0.2746975	0.1744189	0.1418627	0.1365551	-26.560
174	0.9674627	0.8327094	0.2108178	0.7971770	0.7710624	0.1294557	0.0375660	0.8741220	0.8527843	0.6763453	0.5815202	0.2858661	0.3000638	0.2520475	0.8086082	0.8049457	0.6550425	0.6477141	0.6219049	0.5319133	0.3917395	0.2567498	0.1478278	0.5392795	0.4877431	0.1206676	0.4417595	0.2328690	0.1147230	0.1418627	0.1365551	-18.738
176	0.7159476	0.6357995	0.1091478	0.6302310	0.4649924	0.0958006	0.0277998	0.6750913	0.6361586	0.4916828	0.4252376	0.2115483	0.2220550	0.1753908	0.6390984	0.5342949	0.5070144	0.4726152	0.4602258	0.3936296	0.2898974	0.1900015	0.1093964	0.3990808	0.3493663	0.1213985	0.2677657	0.1959811	0.0848980	0.1837708	0.2078079	-22.095
178	0.9487706	0.7937683	0.1820285	0.7868162	0.5805230	0.1511995	0.0347069	0.8761430	0.7942166	0.6138448	0.5232897	0.2641090	0.2772261	0.2189678	0.7678074	0.6791639	0.6414130	0.6057038	0.5968969	0.4107890	0.3606492	0.2372087	0.1365767	0.4982352	0.4074315	0.1678485	0.3758686	0.2446740	0.1059914	0.1597564	0.2078079	-19.405
180	0.8152155	0.6820324	0.1564050	0.6629791	0.6365828	0.3069346	0.1519413	0.7734731	0.6824175	0.5275671	0.4840541	0.3208889	0.2382019	0.1881445	0.7635531	0.5930796	0.5660911	0.5429214	0.4974392	0.3585060	0.3301935	0.1723832	0.0868684	0.4281004	0.3758171	0.1794430	0.3403602	0.2102321	0.0910714	0.1980525	0.2078079	-20.887
182	0.9142164	0.7602471	0.1753990	0.7480351	0.7138903	0.3442092	0.1703933	0.9138055	0.7626415	0.6013331	0.5364291	0.3631059	0.2823661	0.2109930	0.7836183	0.6651040	0.6366355	0.6341202	0.5254653	0.3906656	0.3322634	0.1933176	0.0891944	0.4789195	0.4214568	0.2012347	0.4095130	0.2357629	0.1021312	0.1709227	0.1357445	-25.731
184	0.9142164	0.7602471	0.1753990	0.7480351	0.7138903	0.3442092	0.2503896	0.8130234	0.7379083	0.6182669	0.5410631	0.3631059	0.2986784	0.2109930	0.7694899	0.7281324	0.6332177	0.6048008	0.5224859	0.3906656	0.3523852	0.1933176	0.0891944	0.5009228	0.4147656	0.2248430	0.4095130	0.2357629	0.1021312	0.1877615	0.1357445	-22.728
186	0.9719880	0.7915500	0.1753990	0.7718045	0.6499906	0.2996289	0.2503896	0.8251145	0.7379083	0.5871532	0.5103629	0.2601347	0.2986784	0.2109930	0.7897938	0.7052022	0.6263380	0.6212077	0.5224859	0.3654146	0.3383053	0.1933176	0.0926894	0.4474365	0.4210595	0.2248430	0.4095130	0.2437801	0.1021312	0.1660088	0.1357445	-23.192
188	0.9719880	0.7915500	0.1753990	0.7721631	0.6656775	0.2661604	0.2503896	0.8217337	0.7342509	0.5871532	0.4703003	0.1897883	0.2451887	0.2109930	0.7588456	0.6912389	0.6263380	0.5515289	0.5224859	0.3654146	0.3238920	0.1933176	0.0926894	0.4474365	0.4366066	0.3409129	0.3454755	0.0853491	0.1021312	0.1910649	0.1357445	-28.619
190	0.9129971	0.8075568	0.1753990	0.6968640	0.6656775	0.2980229	0.2503896	0.8195887	0.7342509	0.6985842	0.4703003	0.1897883	0.3899822	0.1756336	0.6887365	0.6503635	0.5743370	0.5630702	0.5065046	0.3561521	0.3238920	0.1375955	0.0926894	0.4474365	0.4419859	0.2793447	0.4317831	0.0420576	0.1417210	0.1709245	0.1357445	-31.125
192	1.0289342	0.8958839	0.1945834	0.8496197	0.7384864	0.2964772	0.2777762	0.9691287	0.9475281	0.7749924	0.5217398	0.2105465	0.4326368	0.1895123	0.8468059	0.6799187	0.6059032	0.6028773	0.5472088	0.4711238	0.3453657	0.1057874	0.0299708	0.4963752	0.4862921	0.2547210	0.4790098	0.0466577	0.1510580	0.1540727	0.1067946	-35.366
194	0.9909401	0.8958839	0.3277707	0.8860484	0.7214299	0.2964772	0.2777762	0.9769003	0.9059816	0.6545394	0.5142398	0.2934996	0.4326368	0.1895123	0.7836238	0.7364267	0.5921827	0.5785313	0.4958171	0.4378933	0.2815072	0.1057874	0.0720450	0.4963752	0.4850836	0.2547210	0.4790098	0.0972954	0.2104915	0.1540727	0.1067946	-33.553
196	0.9909401	0.8958839	0.3277707	0.8860484	0.7214299	0.3781169	0.2777762	0.9324855	0.9059816	0.6545394	0.5142398	0.2570538	0.3646836	0.1374214	0.8375020	0.6560537	0.6538890	0.6162885	0.5876603	0.4416762	0.3983951	0.1057874	0.0720450	0.5497434	0.5195524	0.2803292	0.4790098	0.0972954	0.1072986	0.1540727	0.1244663	-35.019
198	1.0009579	0.9557154	0.3277707	0.9467806	0.7214299	0.3781169	0.2777762	0.9122592	0.9059816	0.6545394	0.5142398	0.2570538	0.4079159	0.2049134	0.9048464	0.8428377	0.6597605	0.5486242	0.4592912	0.4261354	0.3983951	0.1830309	0.0720450	0.5497434	0.5410942	0.2803292	0.4790098	0.0714754	0.2176343	0.1540727	0.1244663	-22.320
200	1.0009579	0.9692760	0.3277707	0.9467806	0.8023079	0.4168887	0.2777762	0.9122592	0.9059816	0.6866529	0.5712027	0.2570538	0.4474605	0.2049134	0.8621117	0.8298637	0.6360795	0.5365433	0.4910876	0.4261354	0.3699556	0.1098665	0.0267135	0.5497434	0.5172286	0.2195318	0.4790098	0.0985030	0.1259292	0.1540727	0.1244663	-28.341
202	1.0009579	0.9245824	0.3277707	0.8289157	0.7139148	0.3142545	0.2777762	0.9236184	0.8404045	0.6866529	0.4596132	0.2570538	0.5055537	0.2049134	0.8708275	0.6989719	0.6360795	0.5074819	0.4910876	0.4281730	0.3587909	0.1394058	0.0899754	0.5497434	0.4853917	0.2195318	0.4790098	0.0868180	0.1050672	0.1576008	0.1244663	-18.407
204	0.9928155	0.9214634	0.3251045	0.7534887	0.6709440	0.3148016	0.2755166	0.9238940	0.8335682	0.7670049	0.4558744	0.2195017	0.5014413	0.2032466	0.8695957	0.6932860	0.6066230	0.5202616	0.4846250	0.3492318	0.3239621	0.1382718	0.0892435	0.5071627	0.4860696	0.2839854	0.4751132	0.0861118	0.1132255	0.1588933	0.1376522	-24.110
206	0.9435692	0.7529742	0.3251045	0.6869420	0.6709440	0.3148016	0.2755166	0.9272631	0.8895610	0.7670049	0.4983227	0.2195017	0.5014413	0.1181771	0.9259727	0.6932860	0.5055875	0.4846293	0.4687241	0.4666577	0.3408120	0.1022980	0.0359510	0.5071627	0.4772379	0.2190437	0.4587518	0.0861118	0.1729521	0.1588933	0.1204861	-30.074
208	0.9435692	0.7037781	0.3251045	0.6992805	0.5647923	0.3148016	0.2755166	0.9337969	0.9185425	0.7670049	0.5775651	0.2139445	0.5014413	0.1132946	0.9184989	0.6512454	0.5076295	0.4905285	0.4827680	0.4218005	0.2619439	0.0978726	0.0822545	0.4945603	0.4772379	0.1801500	0.4587518	0.1007889	0.1981532	0.1588933	0.1991432	-25.997
210	1.0085143	0.7037781	0.2005407	0.6992805	0.5647923	0.2784093	0.2755166	0.9939238	0.9185425	0.7670049	0.5177780	0.2134142	0.5673239	0.1132946	0.8892856	0.6039891	0.5166245	0.4829961	0.4827680	0.3232113	0.2619439	0.0956307	0.0338017	0.4945603	0.4886654	0.1801500	0.4812606	0.1007889	0.1981532	0.1588933	0.1563741	-23.291
212	1.0085143	0.7037781	0.2005407	0.6992805	0.6742735	0.2936085	0.2755166	0.9478398	0.9185425	0.7670049	0.4799168	0.3494711	0.4814946	0.1270634	0.9098704	0.6039891	0.5438906	0.5059862	0.4845732	0.4571301	0.2619439	0.0956307	0.0338017	0.4945603	0.4879307	0.1801500	0.4812606	0.1918627	0.1289227	0.1588933	0.1563741	-23.739
214	0.9613455	0.7037781	0.3246930	0.6807841	0.6742735	0.2901928	0.2755166	0.9287211	0.9260139	0.6980831	0.4799168	0.3494711	0.4814946	0.1581374	0.9084023	0.6933191	0.6252073	0.5480809	0.4994623	0.4571301	0.2619439	0.0956307	0.0648038	0.5577519	0.5516697	0.1801500	0.3816012	0.1918627	0.1289227	0.1588933	0.1510733	-26.369
216	0.9613455	0.7440261	0.2272862	0.7155621	0.6821553	0.2901928	0.2755166	0.9602552	0.8569470	0.6980831	0.6382916	0.4054534	0.4814946	0.1581374	0.8875518	0.6933191	0.6204650	0.5613952	0.5507306	0.4076738	0.3443048	0.1315262	0.1051153	0.5352736	0.5106357	0.2604594	0.4906630	0.1918627	0.1289227	0.1588933	0.1510733	-16.522
218	0.9056930	0.7440261	0.2272862	0.7427293	0.6821553	0.2901928	0.2755166	0.8978340	0.8435998	0.7552775	0.6573774	0.4054534	0.4814946	0.1581374	0.8578810	0.7838413	0.7170566	0.7169370	0.5507306	0.4076738	0.3443048	0.1163559	0.1051153	0.5352736	0.5215732	0.2604594	0.4906630	0.1918627	0.1289227	0.1447521	0.1808063	-22.937
220	0.9669754	0.7440261	0.2272862	0.7272685	0.6821553	0.3095009	0.2755166	0.9528755	0.8435998	0.7552775	0.4981992	0.3288268	0.5792384	0.1174113	0.9345573	0.8653506	0.7311003	0.6268063	0.5507306	0.4076738	0.3443048	0.1471534	0.1135188	0.5484828	0.4702984	0.2994436	0.4504715	0.1615231	0.1289227	0.1393150	0.1808063	-17.744
222	0.9395483	0.7156292	0.1794748	0.7118711	0.5632685	0.2976883	0.2130960	0.9148795	0.8310398	0.7264512	0.4791846	0.3363128	0.5571309	0.1465236	0.8897089	0.8323231	0.7394310	0.7158713	0.5297111	0.3705977	0.3311639	0.1415371	0.1091862	0.4681118	0.4448229	0.2880149	0.3158190	0.1553583	0.1317283	0.1436986	0.1808063	-26.623
224	0.9395483	0.6316542	0.1794748	0.6007423	0.5632685	0.2976883	0.0848334	0.9282106	0.8743227	0.7264512	0.4766819	0.3363128	0.5660598	0.1846559	0.8437119	0.7947570	0.7446901	0.5796334	0.5421511	0.3372838	0.2346995	0.1415371	0.1091862	0.3708306	0.3686654	0.2880149	0.3563776	0.1553583	0.1317043	0.1436986	0.1808063	-26.881
226	0.9395483	0.6316542	0.1794748	0.6295781	0.5648008	0.2976883	0.0848334	0.9011000	0.8743227	0.7264512	0.6001182	0.3363128	0.5660598	0.2418591	0.8867954	0.8389964	0.7140424	0.5108829	0.4813004	0.3634706	0.3222786	0.1710461	0.0803011	0.5034413	0.4381811	0.3396491	0.3563776	0.1553583	0.1854270	0.1436986	0.1796115	-26.580
228	0.7311129	0.5062023	0.1414250	0.4988946	0.4450594	0.2212739	0.0668482	0.7258027	0.6889606	0.4928941	0.3530138	0.2579312	0.3339464	0.2146815	0.6548091	0.6352631	0.5014044	0.4601264	0.3843421	0.3018563	0.2539534	0.1029093	0.0564844	0.3967084	0.3464926	0.2676413	0.2808232	0.1833018	0.1461153	0.1823602	0.1796115	-25.318
230	1.0408558	0.7945615	0.2013410	0.7102561	0.6336130	0.1192595	0.0081971	1.0055802	0.9808453	0.5438232	0.5025715	0.3672063	0.4754260	0.3709983	0.9405954	0.9055637	0.7452170	0.6797127	0.5494896	0.4297405	0.3615432	0.1465078	0.0761526	0.6993166	0.6503512	0.2997082	0.3780722	0.2168182	0.2038277	0.1280926	0.1796115	-20.528
232	0.8595515	0.6647385	0.1662699	0.6563713	0.5232454	0.0984859	0.0171581	0.8304205	0.8099940	0.5112939	0.4655564	0.3755696	0.3926126	0.3377709	0.8247212	0.6899547	0.5544108	0.5134803	0.4537752	0.3828115	0.2985668	0.1639242	0.0628877	0.5618127	0.5269647	0.2475027	0.4120882	0.1790511	0.1683234	0.1551110	0.1796115	-28.515
234	0.8595515	0.6647385	0.1662699	0.5305501	0.5232454	0.0835455	0.0207284	0.8400000	0.8099940	0.5449000	0.4977731	0.3755696	0.4830483	0.3377709	0.8088693	0.7543969	0.7318926	0.5991015	0.4537752	0.3939942	0.2985668	0.1639242	0.0628877	0.5829182	0.5786571	0.3361162	0.4081577	0.1790511	0.1683234	0.1601277	0.1796115	-27.802
236	0.8692853	0.5937041	0.1662699	0.5827027	0.4671293	0.1652513	0.0508437	0.8295640	0.8099940	0.5472735	0.4680358	0.3755696	0.4830483	0.3294774	0.7917226	0.7543969	0.6894274	0.5211340	0.4373268	0.4096569	0.3741822	0.2027852	0.0131992	0.6203556	0.5881295	0.3366767	0.4081577	0.1790511	0.2539184	0.1801681	0.1796115	-21.396
238	0.9441167	0.7992487	0.1800473	0.5554119	0.5058365	0.1414350	0.0550567	0.8983031	0.8771115	0.5617022	0.4984640	0.3935459	0.4220273	0.3453273	0.8864898	0.8537484	0.6833335	0.6309959	0.4735412	0.4436018	0.3446826	0.2195883	0.0246260	0.6717593	0.6368629	0.4856068	0.4419784	0.1938876	0.2749585	0.1663814	0.1796115	-21.998
240	1.0066289	0.9040694	0.1574155	0.8856635	0.3819243	0.0835851	0.0550567	0.9558583	0.8061256	0.5617022	0.4972868	0.2718753	0.4220273	0.3432323	0.8771202	0.8537484	0.7688808	0.6309959	0.4878525	0.4095364	0.3446826	0.1653129	0.0636012	0.6717593	0.6685669	0.3813233	0.4911458	0.1285690	0.2749585	0.1663814	0.1796115	-28.549
242	1.0066289	0.9040694	0.1574155	0.8856635	0.4838147	0.1062202	0.0550567	0.9436219	0.9058518	0.5617022	0.5193913	0.3887789	0.4564625	0.3432323	0.9368857	0.8911697	0.7952519	0.6431144	0.5376260	0.4884381	0.4028403	0.1174582	0.0183305	0.7081876	0.6220853	0.4754949	0.4911458	0.1285690	0.2749585	0.1663814	0.1796115	-17.970
244	1.0028717	0.9045435	0.1574155	0.8617891	0.4838147	0.0652728	0.0550567	0.9436219	0.8658271	0.5617022	0.5091456	0.3887789	0.4564625	0.3771857	0.9082936	0.8911697	0.7952519	0.5387790	0.5189544	0.4371833	0.4028403	0.1174582	0.0507754	0.6843204	0.6255468	0.3980176	0.5194735	0.1356101	0.2749585	0.1672828	0.1796115	-18.899
246	1.0028717	0.9045435	0.1409423	0.8617891	0.4838147	0.1238561	0.0419494	0.9464636	0.8658271	0.5617022	0.5345408	0.4651973	0.4005917	0.3353860	0.8936628	0.7979359	0.6560328	0.6375217	0.5988204	0.4157032	0.4068804	0.2051136	0.0797481	0.6311664	0.5220995	0.4446260	0.5132687	0.1356101	0.2749585	0.1829752	0.1585701	-18.167
248	1.0028717	0.8980456	0.1409423	0.8617891	0.4838147	0.1170387	0.0419494	0.9575470	0.9365028	0.5773745	0.5496839	0.3618384	0.4005917	0.3353860	0.9142258	0.7979359	0.7578713	0.7343071	0.5459158	0.4182608	0.4068804	0.2051136	0.0327937	0.6255232	0.5387823	0.3349615	0.5132687	0.1356101	0.2749585	0.1829752	0.2238018	-19.140
250	1.0520200	0.8980456	0.1409423	0.8617891	0.4838147	0.1484304	0.0398788	0.9414338	0.8559198	0.5773745	0.5240606	0.3618384	0.4020278	0.3506232	0.8736240	0.7979359	0.7578713	0.6926602	0.5459158	0.4975817	0.4074225	0.2051136	0.0569437	0.6255232	0.5744759	0.3270760	0.5132687	0.1356101	0.2848096	0.1829752	0.2238018	-16.414
252	0.9836051	0.8719751	0.1409423	0.8617891	0.4838147	0.0794331	0.0398788	0.9317256	0.8559198	0.6902649	0.6786086	0.3618384	0.3836475	0.3506232	0.8095010	0.8032724	0.7216506	0.7216450	0.5593222	0.5312861	0.4074225	0.2666201	0.0213410	0.6255232	0.5362034	0.2585074	0.5132687	0.1356101	0.3432970	0.1829752	0.2238018	-28.737
254	0.9836051	0.8719751	0.1409423	0.8617891	0.6795652	0.0794331	0.0398788	0.9422519	0.8559198	0.6902649	0.5903465	0.4216381	0.4474546	0.3506232	0.8239094	0.7876847	0.6783334	0.6109739	0.5339850	0.5070000	0.4194436	0.1911079	0.0213410	0.6774796	0.5221980	0.2787439	0.5132687	0.1117869	0.2310043	0.1723534	0.2238018	-20.293
256	0.9836051	0.8719751	0.2526677	0.8134153	0.7955344	0.0794331	0.0398788	0.9005429	0.8559198	0.6804345	0.5903465	0.3812247	0.4474546	0.3506232	0.8839020	0.8305823	0.6609909	0.5561193	0.5366431	0.4961189	0.4194436	0.1911079	0.0213410	0.6575888	0.5221980	0.2787439	0.5132687	0.1117869	0.2310043	0.1624011	0.2263612	-17.784
258	0.9836051	0.9019221	0.2526677	0.8504382	0.7143787	0.0830661	0.0447239	0.8852276	0.8102601	0.6618955	0.5534284	0.3812247	0.4474546	0.3506232	0.8463307	0.7808654	0.6931370	0.6856579	0.5277677	0.4894000	0.4194436	0.1911079	0.0213410	0.5445139	0.5294859	0.2787439	0.5132687	0.2444858	0.2310043	0.1566155	0.2263612	-19.650
260	0.9757038	0.8890142	0.2406416	0.8709537	0.7143787	0.2226745	0.0447239	0.9023633	0.7742727	0.5507105	0.5374224	0.3226291	0.4474546	0.2710822	0.8659594	0.7608882	0.7425098	0.6541022	0.5921805	0.4894000	0.4194436	0.1911079	0.0461387	0.5445139	0.5266493	0.3370388	0.5132687	0.2444858	0.2310043	0.1566155	0.2263612	-20.614
262	0.8710086	0.8020959	0.2171143	0.7824209	0.6767955	0.1152850	0.0403513	0.7943659	0.6985726	0.5450431	0.5261639	0.2137527	0.4037073	0.2445787	0.7081163	0.6990891	0.5982139	0.5379623	0.5342834	0.4322048	0.3835247	0.1724234	0.0348028	0.4834573	0.4687929	0.2653712	0.4630868	0.2205826	0.2084192	0.1518012	0.2263612	-21.964
264	0.8845016	0.8020959	0.2171143	0.6833020	0.5970350	0.0748511	0.0403513	0.7172293	0.6985726	0.5456454	0.5040390	0.4353574	0.4688935	0.2445787	0.7096703	0.6990891	0.6522014	0.5527650	0.5365837	0.4333798	0.3619193	0.1255990	0.0348028	0.5144303	0.4824448	0.3626293	0.4630868	0.2564346	0.2084192	0.1442910	0.2263612	-26.610
266	0.8541583	0.8006271	0.2345367	0.7526818	0.4834581	0.0605305	0.0435893	0.7603097	0.7454188	0.6493113	0.5444858	0.3449640	0.5065201	0.2884233	0.7563800	0.7551877	0.6970800	0.6876418	0.5691834	0.5314911	0.3909616	0.1893104	0.0207008	0.5407616	0.5053150	0.3917286	0.5002473	0.2770123	0.2251439	0.1289720	0.2263612	-33.960
268	0.9090177	0.8097172	0.2345367	0.7414389	0.6913414	0.1723038	0.0435893	0.8075004	0.7514081	0.6484105	0.5890399	0.3449640	0.4196881	0.2319761	0.7966570	0.7657049	0.6526390	0.6488943	0.4888986	0.4403619	0.3762130	0.1893104	0.1220518	0.5407616	0.5237515	0.3917286	0.5002473	0.2770123	0.2812283	0.1544743	0.1318244	-27.429
270	0.8514132	0.7988067	0.1541160	0.7774311	0.5069349	0.2080683	0.0342048	0.8112412	0.7837046	0.6863183	0.6642078	0.2017492	0.3156470	0.1842980	0.7727145	0.7657049	0.6526390	0.5764266	0.4888986	0.4013858	0.3762130	0.1893104	0.1223841	0.5562397	0.5341928	0.3232257	0.4791918	0.1598567	0.1843899	0.1419506	0.1318244	-29.907
272	0.9009836	0.8054201	0.1541160	0.7774311	0.3687545	0.0738225	0.0342048	0.8362944	0.7837046	0.7314429	0.6642078	0.2460660	0.2791257	0.1254342	0.8087160	0.7485441	0.6922372	0.6843077	0.6134164	0.4766903	0.3012725	0.1893104	0.1039901	0.5562397	0.4847415	0.2912057	0.4791918	0.1598567	0.1843899	0.1511171	0.1318244	-27.201
274	0.9672211	0.8054201	0.1541160	0.7774311	0.3136071	0.0363925	0.0342048	0.8742809	0.7837046	0.7158762	0.6642078	0.2460660	0.2791257	0.1546297	0.8545384	0.7869525	0.7426785	0.6335193	0.5834114	0.5286286	0.3135473	0.1893104	0.1056043	0.5289782	0.4811454	0.2905066	0.4791918	0.2754200	0.1843899	0.1511171	0.1073644	-30.063
276	1.0085832	0.8723517	0.2608700	0.8032375	0.4469958	0.0829479	0.0342048	0.9907107	0.7837046	0.5813835	0.4804506	0.2460660	0.4078925	0.2022381	0.8545384	0.7839083	0.7124690	0.6393201	0.5234311	0.4172592	0.3879221	0.2629763	0.1056043	0.5289782	0.5225870	0.3460051	0.4780496	0.2754200	0.2399024	0.1431686	0.1575536	-24.315
278	1.0085832	0.8723517	0.2608700	0.8385716	0.4469958	0.0829479	0.0342048	0.9135772	0.7837046	0.5813835	0.5187358	0.2915462	0.4078925	0.2022381	0.8717952	0.8540025	0.7501183	0.6277954	0.5463098	0.4244856	0.3879221	0.2024268	0.1292825	0.5289782	0.5007857	0.3460051	0.4780496	0.2754200	0.2399024	0.1598124	0.2116275	-18.196
