Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2	lnL
2446	0.9441264	0.5250805	0.1288766	0.4413265	0.4135942	0.0304037	0.0219012	0.9405524	0.8806591	0.6816692	0.5667999	0.4594546	0.4582792	0.2966817	0.9377191	0.8487636	0.7499210	0.7144577	0.6476306	0.6332000	0.5845768	0.2078053	0.0445751	0.6495580	0.6020387	0.3241850	0.5555912	0.1103496	0.2302182	0.1267428	0.1465856	-24.840
2448	0.9441264	0.4703688	0.1657210	0.4657111	0.4135942	0.1209350	0.0219012	0.8963396	0.8397381	0.6961843	0.6347441	0.3597298	0.4088325	0.2966817	0.8420861	0.8070171	0.7406929	0.7059596	0.6805921	0.6332000	0.5452131	0.2078053	0.0274716	0.5979262	0.5916719	0.3115514	0.5555912	0.1103496	0.2302182	0.1425145	0.0930550	-22.222
2450	0.9858707	0.4986322	0.1657210	0.4657111	0.3508315	0.1209350	0.0035329	0.9700639	0.8582546	0.5861682	0.4523755	0.3351086	0.4088325	0.2399534	0.9487097	0.8119530	0.7826001	0.7646068	0.6679919	0.6363488	0.5452131	0.1418786	0.0809939	0.7314380	0.5763034	0.3115514	0.4926756	0.0601989	0.2302182	0.1265265	0.1073125	-21.197
2452	0.9890548	0.4986322	0.2297293	0.4308635	0.4190648	0.1209350	0.0021362	0.9658297	0.9522621	0.6018989	0.4523755	0.2613980	0.3678062	0.2202051	0.9431138	0.8119530	0.7826001	0.7307625	0.7263648	0.6363488	0.5452131	0.1418786	0.0809939	0.6367509	0.6231614	0.3681676	0.5830906	0.0747567	0.3274800	0.1352113	0.1073125	-22.068
2454	0.9890548	0.4545474	0.2297293	0.4501038	0.4190648	0.1209350	0.1001308	0.9592372	0.9522621	0.5459072	0.4016373	0.2894081	0.3020238	0.2202051	0.9144480	0.9113867	0.8183114	0.7487969	0.6912161	0.6293816	0.5452131	0.1418786	0.0829938	0.7670942	0.6354100	0.3056065	0.5830906	0.0844418	0.3274800	0.1352113	0.1073125	-22.632
2456	1.0062210	0.4545474	0.2297293	0.4213361	0.4190648	0.1209350	0.1001308	1.0056071	0.9483060	0.5324047	0.4016373	0.1949574	0.3635873	0.2778762	0.9812160	0.9124594	0.8754607	0.8403972	0.6960690	0.5903483	0.5722833	0.1418786	0.0816439	0.7587262	0.6608104	0.2558305	0.5830906	0.0844418	0.2480771	0.1363933	0.1164510	-22.201
2458	0.9681049	0.4835720	0.2176616	0.4823143	0.3767881	0.1142490	0.0102146	0.9284145	0.8984913	0.5044373	0.4292070	0.1847163	0.3444879	0.2632793	0.8874957	0.8635849	0.8049926	0.7854218	0.6636833	0.5445734	0.4710496	0.1073930	0.0697124	0.6554367	0.6073259	0.2502759	0.5703912	0.0267706	0.3322071	0.1484320	0.1164510	-23.739
2460	0.8907963	0.4575717	0.1877654	0.4341960	0.3528583	0.0438461	0.0088116	0.7986095	0.7750819	0.4351520	0.3916244	0.0888824	0.2971719	0.2271174	0.7974077	0.7274358	0.7226825	0.6775427	0.5725253	0.5060815	0.4063501	0.1084847	0.0644286	0.5654114	0.5093600	0.2781671	0.5061897	0.0230936	0.2865779	0.1720654	0.1677281	-27.730
2462	0.9250910	0.5453504	0.1877654	0.4590923	0.4448289	0.0138534	0.0088116	0.8647098	0.7750819	0.4351520	0.3945547	0.1536283	0.3448470	0.1946015	0.8260942	0.7239748	0.7109537	0.6787377	0.6206339	0.5048376	0.4063501	0.1084847	0.0644286	0.5195348	0.4879963	0.2006682	0.4501277	0.0230936	0.2865779	0.1720654	0.1677281	-31.746
2464	0.9399441	0.5457555	0.1879048	0.4564394	0.4451593	0.1360257	0.0345992	0.9221823	0.7756577	0.4863297	0.3631018	0.1280502	0.3451032	0.1947461	0.7942324	0.7282172	0.6621115	0.6375510	0.5113695	0.4541626	0.4066520	0.1557837	0.0773207	0.5503409	0.4548136	0.2648475	0.4504620	0.0231107	0.2867908	0.1682979	0.1677281	-23.731
2466	0.8816121	0.5457555	0.1879048	0.4777114	0.4451593	0.0595921	0.0345992	0.8681130	0.7756577	0.4863297	0.4610175	0.2120827	0.3451032	0.1947461	0.8147046	0.7359621	0.7130591	0.6195006	0.5313715	0.4350017	0.3944906	0.1557837	0.0773207	0.5468918	0.4548136	0.2648475	0.4504620	0.0231107	0.2867908	0.1682979	0.1677281	-23.594
2468	0.7853276	0.4672648	0.1016574	0.4214395	0.3811364	0.0859326	0.0296231	0.7266135	0.6560876	0.4198249	0.3947138	0.1815809	0.2954703	0.1244771	0.7223890	0.6668871	0.5566324	0.5092333	0.4410198	0.4198419	0.3377548	0.1330421	0.0865580	0.4682376	0.3911729	0.2321139	0.3856764	0.0347500	0.2455445	0.1965684	0.0934857	-21.399
2470	0.9696347	0.5375454	0.1019531	0.5343466	0.4893232	0.1321686	0.0354400	0.9377863	0.8965601	0.5854921	0.4627204	0.2331233	0.3530755	0.2120866	0.8981284	0.7716269	0.7337618	0.6991777	0.6462406	0.4702523	0.4433325	0.1708066	0.1111277	0.6011485	0.5607407	0.2980003	0.4951520	0.0828480	0.3152431	0.1642294	0.0934857	-27.916
2472	1.0101396	0.5661652	0.1226536	0.5038159	0.5003218	0.1351394	0.0362366	0.9795654	0.9167121	0.5986523	0.4592972	0.2383632	0.3610117	0.2168537	0.9455888	0.8758575	0.7090418	0.6637988	0.5972592	0.5179204	0.4532973	0.1485159	0.1136256	0.6146606	0.5814171	0.3587927	0.5062816	0.0847102	0.2963860	0.1424272	0.1153799	-18.989
2474	0.9672572	0.5661652	0.1953129	0.5177817	0.5003218	0.0457582	0.0362366	0.9580048	0.9167121	0.5986523	0.4592972	0.3061222	0.2990751	0.2168537	0.8688198	0.8116754	0.6872858	0.6793802	0.5485565	0.5179204	0.4980203	0.1485159	0.1136256	0.6146606	0.5977020	0.3587927	0.5222515	0.0847102	0.2963860	0.1528385	0.1153799	-25.156
2476	1.0471448	0.5661652	0.1953129	0.5498583	0.3569493	0.0484125	0.0362366	0.9580048	0.8909009	0.7748944	0.5570897	0.3061222	0.2990751	0.2168537	0.8717244	0.8100478	0.7342266	0.7272726	0.5747465	0.5207143	0.4541347	0.1593732	0.1396934	0.6249693	0.5040849	0.3305516	0.5037690	0.0407349	0.2963860	0.1528385	0.0849929	-21.216
2478	0.9923343	0.5613358	0.0738761	0.5498583	0.4447202	0.1235811	0.0362366	0.9119290	0.8909009	0.7748944	0.4693971	0.3061222	0.2990751	0.2168537	0.8285450	0.7814975	0.7459186	0.7139430	0.5896494	0.5112119	0.4541347	0.1740265	0.1396934	0.5697860	0.5656240	0.3305516	0.5037690	0.0755397	0.2963860	0.1528385	0.1362627	-22.134
2480	0.8135350	0.4548657	0.0767823	0.4144884	0.3717722	0.1572650	0.0846524	0.7929795	0.7300335	0.6349740	0.3846394	0.2508466	0.2450720	0.1776971	0.7014504	0.6403848	0.5933324	0.5795757	0.5172555	0.4100328	0.3721329	0.1426031	0.1011086	0.5450365	0.4463538	0.2708648	0.4128049	0.0618997	0.2715130	0.1865174	0.2536758	-15.782
2482	0.9464162	0.4770876	0.0898560	0.4673433	0.4350738	0.1840425	0.0048990	0.8695189	0.8543362	0.7430909	0.6163094	0.1837900	0.3161144	0.2079535	0.8257275	0.7361691	0.6983496	0.6862721	0.6003006	0.4846982	0.4394816	0.1668841	0.1183243	0.5960092	0.5218827	0.3169850	0.4830932	0.1372656	0.3177435	0.1775338	0.1576973	-14.911
2484	0.9561644	0.4665082	0.0960133	0.4576645	0.4350738	0.0816789	0.0349561	0.9242532	0.8832042	0.7430909	0.6163094	0.3221879	0.4115565	0.2443054	0.8844733	0.7361691	0.7082598	0.7070550	0.6735542	0.5713694	0.4394816	0.2126774	0.1183243	0.6557474	0.4973168	0.4009968	0.4830932	0.0838265	0.3177435	0.1595172	0.1335561	-20.219
2486	0.8914110	0.4349153	0.1515433	0.4160945	0.4056097	0.1350472	0.0325888	0.8893735	0.8233919	0.6927673	0.5841418	0.3003687	0.3836851	0.2157822	0.6998018	0.6727881	0.6672776	0.6582446	0.6346597	0.4212451	0.4097190	0.1453782	0.1103112	0.5254202	0.5034605	0.3738405	0.4604668	0.0781496	0.2240016	0.1630011	0.1317736	-18.870
2488	0.9250927	0.4493577	0.1515433	0.4443571	0.4056097	0.0618413	0.0325888	0.8577308	0.8031791	0.6927673	0.5841418	0.3003687	0.3836851	0.2157822	0.8528599	0.7749139	0.6654927	0.6535358	0.6501022	0.4716071	0.4097190	0.1453782	0.0738813	0.5254202	0.5060827	0.2592940	0.3778634	0.0781496	0.2240016	0.1630011	0.1568779	-24.648
2490	0.9011856	0.4622462	0.1835356	0.4140899	0.4056097	0.0480086	0.0325888	0.8824362	0.8031791	0.6927673	0.5792711	0.3003687	0.3836851	0.2144033	0.7577452	0.7241730	0.6717325	0.6686981	0.6316253	0.4833205	0.3840171	0.1276422	0.0763505	0.6330255	0.4178049	0.3028387	0.3778634	0.1328056	0.2240016	0.1574687	0.1568779	-22.192
2492	0.6865101	0.3599665	0.1482177	0.3517254	0.3275580	0.0613142	0.0263177	0.6531580	0.5807533	0.4674357	0.3326846	0.2214614	0.3098524	0.1731456	0.5888876	0.5867862	0.5424221	0.5362692	0.5231440	0.3903149	0.3058169	0.1030800	0.0489210	0.4637625	0.4147249	0.2445633	0.3051510	0.1072497	0.1808969	0.2223227	0.1568779	-16.979
2494	0.8189490	0.4425647	0.1822279	0.4311637	0.3230519	0.0528546	0.0182847	0.8126683	0.7140135	0.5508094	0.4090227	0.2722781	0.3809513	0.2128757	0.7951926	0.7871238	0.6568833	0.5822214	0.5590226	0.4796232	0.3465743	0.1267328	0.0508153	0.5701778	0.5190056	0.3006810	0.3751712	0.0891955	0.2224056	0.1626960	0.1548620	-17.162
2496	0.9163023	0.5088425	0.2038904	0.4698660	0.3733638	0.0346703	0.0060005	0.9052629	0.7988925	0.6162874	0.5165907	0.3046454	0.3510819	0.2381815	0.8546339	0.8247807	0.6994023	0.6802618	0.6254769	0.5366388	0.3428092	0.1417983	0.1234213	0.6379582	0.6065989	0.2672175	0.4207411	0.1810922	0.2791081	0.1513968	0.1548620	-26.439
2498	0.8916639	0.4701062	0.1036782	0.4012504	0.3733638	0.0821892	0.0037885	0.8393879	0.7988925	0.6679781	0.6579716	0.3313834	0.4967360	0.2864978	0.8275447	0.8247807	0.6891210	0.6887940	0.5540608	0.5366388	0.2738594	0.1417983	0.0464533	0.6379582	0.5522385	0.2672175	0.4207411	0.1810922	0.2791081	0.1602212	0.0972714	-19.899
2500	0.8812626	0.4864837	0.1072902	0.4837649	0.3855258	0.0850525	0.0455979	0.8786022	0.8391493	0.7462007	0.6051285	0.3429282	0.5140413	0.2428935	0.8542832	0.8510765	0.7637439	0.7110778	0.5733632	0.3879618	0.3099341	0.1081988	0.0198325	0.6601834	0.6180846	0.2765269	0.4353989	0.1874011	0.2077974	0.1548273	0.0972714	-19.908
2502	0.8812626	0.4864837	0.1213150	0.4823789	0.3855258	0.1738337	0.0455979	0.8743904	0.8391493	0.8038976	0.7312348	0.3429282	0.4233440	0.2160018	0.8651719	0.8510765	0.7309968	0.6603683	0.5552361	0.3693764	0.2508857	0.1081988	0.0385622	0.6902096	0.5995086	0.3263401	0.4353989	0.1340934	0.2829039	0.1548273	0.0972714	-23.624
2504	0.9167408	0.4864837	0.1822411	0.4823789	0.4796231	0.1738337	0.0455979	0.8732365	0.8391493	0.7639864	0.6165314	0.3429282	0.4233440	0.2160018	0.8363871	0.8300905	0.7312311	0.7034175	0.5418579	0.3929721	0.2774678	0.1400084	0.1037754	0.6902096	0.5293113	0.2531606	0.4416522	0.1340934	0.2829039	0.1625991	0.0972714	-26.904
2506	0.9158252	0.4864837	0.1822411	0.4803358	0.4796231	0.1674801	0.0916108	0.8510497	0.8390258	0.7639864	0.6165314	0.2466532	0.4233440	0.1569768	0.8423517	0.8218135	0.7615780	0.6097262	0.5498135	0.4833780	0.3587424	0.1400084	0.0345010	0.6902096	0.4971252	0.3720298	0.4439159	0.1340934	0.2829039	0.1791256	0.1451247	-17.840
2508	0.9666559	0.5021664	0.1118811	0.4843221	0.4796231	0.1212122	0.0916108	0.8773029	0.8390258	0.7111655	0.4516511	0.2466532	0.4233440	0.1569768	0.8397212	0.8121487	0.7242193	0.5416734	0.5098064	0.4355857	0.3286134	0.0997539	0.0345010	0.5384878	0.5322854	0.3720298	0.4819433	0.1340934	0.2829039	0.1791256	0.1451247	-17.814
2510	0.9959191	0.5603301	0.1176736	0.5410824	0.4755978	0.1274878	0.0963538	0.9656011	0.8824652	0.5870003	0.5760568	0.2594234	0.4590020	0.1651041	0.9503102	0.8966391	0.7813051	0.6142735	0.5343140	0.4581375	0.4124942	0.1477897	0.0162715	0.8072374	0.5456903	0.3912912	0.4707184	0.1410359	0.2975509	0.1581459	0.1546200	-17.984
2512	1.0343727	0.5831432	0.0872385	0.5362599	0.4704631	0.1217323	0.1002767	1.0185519	0.9804044	0.6740229	0.5995103	0.2699855	0.5916401	0.1718261	0.9514004	0.9294459	0.7329372	0.6392828	0.6329636	0.4523747	0.4020314	0.1572173	0.0145425	0.7016479	0.5114799	0.4072221	0.4898832	0.1467780	0.1742379	0.1519591	0.1546200	-22.883
2514	1.0551326	0.5424145	0.0881058	0.5261084	0.4751402	0.1229425	0.1012736	1.0444770	0.9901511	0.7117088	0.6245844	0.2726695	0.3509033	0.1735343	0.9440239	0.9386859	0.8259884	0.6465627	0.6278433	0.5489066	0.4060282	0.1092143	0.0133073	0.7086233	0.6405909	0.4112705	0.4947533	0.1482372	0.1759701	0.1670122	0.1546200	-16.787
2516	0.9973026	0.4841864	0.0832768	0.4806140	0.4490986	0.1425507	0.0957230	0.9690360	0.9465556	0.6737470	0.5869213	0.2577250	0.3591920	0.1640231	0.9261408	0.8901666	0.7103215	0.6264057	0.6001309	0.5275330	0.4379089	0.1501313	0.0125780	0.6744711	0.5343663	0.3887294	0.4676367	0.1401125	0.2010995	0.1708628	0.1316669	-20.892
2518	0.9917296	0.4898038	0.1486339	0.4589825	0.4490986	0.1283713	0.1041564	0.9604659	0.9103904	0.6737470	0.5575613	0.2577250	0.3005325	0.2225491	0.9489693	0.8827551	0.8701181	0.6212755	0.6001309	0.4939828	0.4379089	0.1230741	0.0370227	0.5759319	0.5585845	0.4003856	0.5365127	0.1401125	0.2148605	0.1708628	0.1316669	-28.958
2520	0.9754492	0.4898038	0.2658079	0.4528322	0.4178551	0.1283713	0.1041564	0.9479362	0.9103904	0.6737470	0.5961443	0.2577250	0.4986076	0.2892788	0.9310117	0.8790099	0.7781690	0.6332658	0.5174814	0.4701477	0.4222957	0.0951008	0.0230509	0.5759319	0.5663789	0.3896050	0.4251011	0.1401125	0.2148605	0.1442593	0.1077854	-34.763
2522	0.8429995	0.3834661	0.1514417	0.3581049	0.3572329	0.1097473	0.0890454	0.8101273	0.7783114	0.5760002	0.5455654	0.3149736	0.4581457	0.2060779	0.7600100	0.7356754	0.6413374	0.5958444	0.4997684	0.4426901	0.3610293	0.1129664	0.0726013	0.4923760	0.4338497	0.3330813	0.4057325	0.1197851	0.1836887	0.1687400	0.0752431	-34.319
2524	1.0031523	0.4467032	0.1764158	0.4190636	0.4161440	0.1204434	0.1037299	0.9460976	0.8960453	0.6145455	0.5560325	0.3669157	0.5336982	0.3118039	0.9295357	0.8546210	0.7756006	0.7496158	0.6001492	0.5538053	0.4205664	0.1680567	0.1405422	0.6245656	0.5637858	0.3880095	0.4726416	0.1395388	0.1720047	0.1448524	0.1049391	-23.718
2526	0.9598613	0.5205738	0.1764158	0.4967989	0.4182485	0.1348161	0.0688680	0.9231615	0.8960453	0.6145455	0.5560325	0.3523867	0.4175756	0.3118039	0.8433386	0.8419986	0.7539839	0.6964194	0.6001492	0.5052367	0.3599476	0.1537157	0.1405422	0.6245656	0.6045803	0.3287871	0.5938233	0.1871264	0.1492135	0.1448524	0.1049391	-25.219
2528	0.9568298	0.5205738	0.2170266	0.4757491	0.4182485	0.1348161	0.0688680	0.9553773	0.9137140	0.6903518	0.5736086	0.3523867	0.4175756	0.3341956	0.9487584	0.8334911	0.7199401	0.6966573	0.6048183	0.3714135	0.3599476	0.1747201	0.0842150	0.6245656	0.6088326	0.4155978	0.5938233	0.1871264	0.2692940	0.1448524	0.1049391	-23.392
2530	0.9568298	0.4843682	0.2170266	0.4721495	0.4182485	0.1250198	0.0688680	0.9505391	0.9137140	0.6856156	0.5736086	0.2655569	0.4175756	0.3976631	0.8973433	0.8684989	0.7855053	0.7270449	0.6507797	0.4732662	0.4124179	0.1747201	0.0842150	0.6245656	0.6243035	0.4155978	0.5938233	0.1227657	0.2692940	0.1448524	0.1252856	-24.900
2532	0.9568298	0.5107372	0.2170266	0.4304445	0.4182485	0.0720353	0.0688680	0.9518705	0.9137140	0.6856156	0.5736086	0.2655569	0.4578119	0.3199690	0.9367644	0.8411341	0.6966724	0.6609809	0.6507797	0.5919491	0.3116145	0.1852974	0.1121554	0.6245656	0.6118787	0.4074478	0.5435433	0.2452416	0.2692940	0.1374903	0.1252856	-26.036
2534	0.9716172	0.4928075	0.1363565	0.4668124	0.3546452	0.0867832	0.0688680	0.9611996	0.9365622	0.8187676	0.7321570	0.3749878	0.4526593	0.2790010	0.8839819	0.8489724	0.7850467	0.7162781	0.6786967	0.5772087	0.2990806	0.1860278	0.0780409	0.6245656	0.5666676	0.4074478	0.5435433	0.2452416	0.2840467	0.1374903	0.0864438	-20.917
2536	0.7936835	0.4047741	0.1072412	0.3198539	0.2514651	0.0739900	0.0028399	0.7702414	0.7365843	0.6356788	0.5528482	0.2949191	0.2807655	0.2194278	0.7015183	0.6572188	0.6170454	0.6151389	0.5214846	0.2570402	0.2352524	0.1463065	0.0613773	0.4843830	0.4346059	0.3204482	0.4270864	0.1928768	0.1044999	0.1874311	0.0864438	-28.676
2538	0.9600501	0.4852402	0.1297204	0.4631872	0.3041755	0.0894993	0.0076779	0.9429644	0.8532217	0.7314085	0.6687326	0.3953951	0.3396176	0.2654228	0.9204915	0.7782132	0.7318084	0.6360821	0.6307948	0.3218187	0.3144275	0.1769743	0.0742428	0.5859161	0.5407021	0.3471220	0.5122287	0.2333063	0.1874904	0.1480450	0.0864438	-26.859
2540	1.0031449	0.4944767	0.1350088	0.4820701	0.3165760	0.0931479	0.0893865	0.9765620	0.8880053	0.6893881	0.5898154	0.2634597	0.3534630	0.2762434	0.8059430	0.7968457	0.7703464	0.7489324	0.5959758	0.4686630	0.3948822	0.1841891	0.0772695	0.6098023	0.5434196	0.3853908	0.5331110	0.2428176	0.1951339	0.1422460	0.0864438	-21.648
2542	0.9183389	0.5560783	0.1893578	0.2988571	0.2902564	0.1030696	0.0893865	0.9055753	0.8568651	0.7477599	0.7201157	0.4463391	0.3534630	0.2762434	0.8059430	0.7613469	0.7051425	0.6705621	0.5575808	0.4335546	0.3948822	0.1841891	0.0311450	0.6098023	0.5842649	0.3853908	0.5196613	0.1426483	0.1951339	0.1422460	0.0864438	-29.585
2544	0.9183389	0.5747480	0.2357743	0.4419749	0.3938943	0.1030696	0.0089760	0.8916758	0.8568651	0.7316109	0.6753164	0.4525536	0.4224739	0.3268566	0.7678821	0.7419482	0.7258368	0.6289761	0.6069450	0.4452437	0.3768565	0.1841891	0.0158808	0.6564020	0.5809782	0.3853908	0.5769238	0.1426483	0.2708313	0.1422460	0.0864438	-30.241
2546	1.0084434	0.5528823	0.1880420	0.5250180	0.4325419	0.1131825	0.0451705	0.9495675	0.9409380	0.7459505	0.6585617	0.4423307	0.5207787	0.3666914	0.9476848	0.9346505	0.7970536	0.6902729	0.6664965	0.4889296	0.4138325	0.2022611	0.0334588	0.7208061	0.6640345	0.3210714	0.6052872	0.1566445	0.2974044	0.1295364	0.0864438	-16.834
2548	0.9755556	0.5004440	0.1057234	0.4513669	0.4240648	0.1225163	0.0420787	0.8959894	0.8463120	0.7298394	0.6134854	0.4120547	0.4851332	0.3558874	0.8721117	0.8504807	0.8445361	0.7203938	0.6157994	0.5881658	0.3855070	0.1514308	0.0528468	0.6714693	0.6310712	0.2990951	0.5562447	0.1459227	0.2770481	0.1426536	0.0864438	-20.034
2550	1.0288893	0.4617681	0.1057234	0.4609781	0.3789342	0.1117253	0.0420787	1.0229439	0.9294538	0.7707970	0.6134854	0.4120547	0.3803298	0.2785036	0.8962552	0.8766437	0.8287818	0.6196027	0.6157994	0.5780678	0.4636895	0.2195591	0.1542146	0.6124059	0.5910525	0.2990951	0.5562447	0.1459227	0.2770481	0.1502433	0.0658044	-23.678
2552	1.0288893	0.4617681	0.1589817	0.4549468	0.4509721	0.0606086	0.0420787	1.0032491	0.9667158	0.7707970	0.7682747	0.5752315	0.3803298	0.3000241	0.8817511	0.8306177	0.6668624	0.6214487	0.5537784	0.4961123	0.3880103	0.2195591	0.0497617	0.6124059	0.5868663	0.3891913	0.5562447	0.2988342	0.2770481	0.1502433	0.1121224	-23.508
2554	0.9925483	0.4454582	0.1910386	0.4415726	0.4350435	0.0599577	0.0405925	0.9745786	0.9335134	0.8109964	0.7411388	0.6528720	0.4342328	0.3297975	0.9027093	0.8672963	0.6499670	0.6271850	0.5507671	0.4980829	0.3743055	0.1760051	0.0480041	0.6662394	0.6650371	0.3754448	0.6188971	0.2882792	0.3571959	0.1557443	0.1121224	-23.378
2556	0.9925483	0.4629060	0.1910386	0.4583667	0.4350435	0.0599577	0.0022198	0.9782565	0.9376228	0.7519788	0.7377330	0.4276306	0.4342328	0.3297975	0.9222644	0.8672963	0.8376310	0.6447540	0.6110098	0.6003428	0.4835200	0.2193787	0.0443901	0.6662394	0.6619677	0.4307477	0.5165682	0.2229208	0.3709748	0.1395878	0.0727458	-19.363
2558	0.9846580	0.4594675	0.1895199	0.4568455	0.4315851	0.1162087	0.0375359	0.9825957	0.9301691	0.7339191	0.7318684	0.4242312	0.4307809	0.3271758	0.8986494	0.8713340	0.8309723	0.7999281	0.6366088	0.5766581	0.4067018	0.2176347	0.0718272	0.6609431	0.6242666	0.4273235	0.4980732	0.2211486	0.2573247	0.1407063	0.0727458	-20.853
2560	0.9846580	0.4618333	0.1895199	0.4568455	0.4009056	0.0799878	0.0165249	0.9769939	0.9301691	0.7635930	0.6730412	0.4242312	0.4386989	0.2932492	0.9090138	0.9011024	0.8162018	0.7999281	0.6366088	0.6198385	0.3817631	0.2176347	0.0718272	0.6869871	0.6242666	0.4273235	0.4980732	0.1428955	0.2573247	0.1407063	0.0449631	-19.476
2562	0.9236827	0.4332340	0.1777838	0.4308978	0.4304629	0.0718789	0.0471340	0.9055729	0.8730410	0.7495082	0.6717337	0.3979605	0.4115323	0.2750896	0.8830291	0.8563038	0.7906507	0.6339318	0.6158800	0.5563751	0.4898691	0.1411455	0.0673793	0.7457626	0.5422243	0.3130371	0.4719625	0.1340466	0.2413898	0.1555564	0.0449631	-21.568
2564	0.7294312	0.3704929	0.1952399	0.3546512	0.3399361	0.0470555	0.0372217	0.7051455	0.6804797	0.5555708	0.5304674	0.3142689	0.2319198	0.2172380	0.6834930	0.6744747	0.6243760	0.5778105	0.4564375	0.3616537	0.3361106	0.1451582	0.0532093	0.4748369	0.4660755	0.3259439	0.3727082	0.1058564	0.1906253	0.1794788	0.0449631	-24.776
2566	0.5698467	0.2952185	0.1569422	0.2928721	0.2732552	0.0378252	0.0120269	0.5677444	0.5469988	0.4606477	0.4264125	0.2526229	0.2105025	0.1545731	0.5492029	0.5213559	0.5140211	0.4998633	0.4560789	0.3642848	0.2701801	0.1166844	0.0427719	0.3781185	0.3339535	0.2620077	0.2995989	0.0850920	0.1084341	0.2424650	0.0449631	-20.458
2568	0.6999077	0.3625988	0.1927625	0.3584060	0.2440826	0.0464584	0.0007771	0.6946676	0.6718450	0.5657853	0.5039447	0.2184284	0.2585473	0.1898527	0.6885759	0.6723392	0.6631927	0.5937587	0.5714984	0.4517641	0.3318457	0.1433163	0.0835850	0.4644198	0.4445193	0.3218080	0.4073875	0.1045132	0.1331829	0.1974087	0.0449631	-27.992
2570	0.7190466	0.4105739	0.1972031	0.3666625	0.2497055	0.0266397	0.0073918	0.7162499	0.6873222	0.5857908	0.5446097	0.2234602	0.2645034	0.1972327	0.7071931	0.6831077	0.6595018	0.6084629	0.5559289	0.4720197	0.3394903	0.1247956	0.0447519	0.4757269	0.4320225	0.2570659	0.4167724	0.1069209	0.1362510	0.1929635	0.0449631	-19.482
2572	0.8936195	0.4307340	0.2309962	0.4111985	0.2924955	0.0312048	0.0086585	0.8513025	0.8051031	0.7099281	0.6320723	0.2617528	0.3098292	0.2310309	0.8173705	0.7976920	0.7317921	0.6523880	0.6511940	0.5529060	0.3976661	0.1063784	0.0366754	0.5572484	0.5011062	0.3916856	0.4298839	0.1252430	0.2407386	0.1647343	0.0439614	-24.850
2574	0.8670413	0.4795797	0.2309962	0.4111985	0.1934949	0.0312048	0.0086585	0.8637766	0.8609678	0.6925925	0.5876577	0.3041871	0.4366029	0.3114415	0.8001814	0.7976920	0.6864888	0.6817784	0.6511940	0.4687633	0.4386112	0.1038050	0.0847562	0.5572484	0.5365410	0.3113234	0.4145286	0.1252430	0.1413492	0.1647343	0.0731261	-21.484
2576	0.7643729	0.4224620	0.1770726	0.3554669	0.1704498	0.0240075	0.0076272	0.7603518	0.7584269	0.5867966	0.5390849	0.2679585	0.3158016	0.2743489	0.7248488	0.6412025	0.6334090	0.5725787	0.4880622	0.4297033	0.3834108	0.0906690	0.0746618	0.5011994	0.3939347	0.3528105	0.2986646	0.1103267	0.1220398	0.1870067	0.0550469	-23.302
2578	0.9652874	0.4699792	0.2236159	0.4579510	0.3990479	0.0732712	0.0096320	0.9606092	0.9271652	0.7803703	0.6807827	0.2094920	0.3988096	0.2855935	0.9159879	0.8571463	0.7278792	0.7230803	0.6163488	0.5631776	0.4999243	0.1591645	0.0545028	0.5543710	0.5281455	0.4405781	0.5096163	0.1393259	0.1541178	0.1480832	0.0896864	-20.019
2580	0.9652874	0.5167427	0.2236159	0.4353291	0.3575994	0.0542549	0.0096320	0.9585667	0.8950968	0.7581307	0.6807827	0.2094920	0.3988096	0.2855935	0.8597914	0.7920283	0.7723630	0.6737290	0.5496846	0.5163561	0.4263573	0.1125427	0.0545028	0.5667170	0.5648991	0.3426262	0.4834486	0.1393259	0.1239528	0.1480832	0.0896864	-24.400
2582	0.8229264	0.5106422	0.2425199	0.4284920	0.4178481	0.0773021	0.0054314	0.8078786	0.8018832	0.6232251	0.5264290	0.1789888	0.4316545	0.2440094	0.7609235	0.6720042	0.5916220	0.5138011	0.4432869	0.4222783	0.3148189	0.0961559	0.0541646	0.4841997	0.4275031	0.2148872	0.4247398	0.1190392	0.0810190	0.1733195	0.0896864	-24.483
2584	0.8789489	0.5106422	0.1988463	0.4213123	0.3823310	0.0467332	0.0054314	0.8050106	0.8018832	0.6852644	0.5388615	0.1408130	0.4316545	0.2440094	0.8021611	0.6719645	0.5916220	0.5193628	0.4632929	0.4222783	0.2625905	0.0438629	0.0361148	0.4885007	0.4476601	0.1695475	0.4247398	0.1190392	0.1185284	0.1888505	0.0896864	-25.761
2586	0.8598721	0.5072966	0.2061383	0.4409972	0.3740328	0.0536341	0.0149304	0.7875385	0.7844790	0.6703914	0.5983646	0.1916468	0.4222858	0.2387134	0.6818481	0.6729828	0.5775718	0.5486633	0.5399899	0.4013427	0.2568912	0.0635636	0.0106601	0.4992194	0.4255692	0.2055016	0.4155212	0.1164556	0.1640360	0.1819571	0.1375134	-16.768
